Application_number,Country,SOP,PS,LOR,GRE,Research,IELTS,Experience,Admit
155835,INT,3.5,2.9,3.7,338,0,1,1,1
135133,USA,3.1,1.7,1.4,336,1,1,2,0
104523,USA,3.9,2.5,2.0,271,1,1,1,1
123756,INT,4.1,2.6,3.2,314,1,1,2,1
140731,USA,2.9,4.2,2.8,308,1,0,1,0
188009,INT,2.1,4.5,1.1,309,1,0,1,1
155466,INT,5.0,2.1,3.3,308,0,1,1,1
195152,INT,2.0,4.3,3.0,281,0,1,1,0
117676,USA,4.2,2.3,1.3,266,0,0,1,1
125131,INT,4.9,3.3,4.1,325,1,0,2,0
154961,USA,4.3,3.4,2.2,280,0,0,1,0
115057,INT,1.9,4.6,2.2,271,1,1,2,0
155525,USA,4.4,4.9,2.5,328,0,1,2,0
141320,INT,1.2,2.9,3.8,305,0,1,2,1
160114,INT,4.9,4.7,2.1,307,1,1,1,0
186422,USA,3.8,2.4,3.4,315,0,0,1,1
178326,INT,2.9,4.9,2.7,285,1,1,1,0
195793,USA,4.9,2.8,3.9,312,1,0,2,1
174144,INT,4.8,2.2,5.0,335,1,0,2,1
155370,USA,1.9,2.9,2.4,300,1,0,2,0
148925,USA,2.0,2.7,2.0,310,0,1,2,0
133498,USA,1.4,2.6,4.6,334,1,1,1,1
124043,INT,1.0,4.6,1.2,299,1,1,2,1
157163,USA,1.9,1.7,1.3,278,1,0,2,1
110711,INT,2.2,1.6,4.3,296,0,1,1,0
163316,INT,3.9,1.7,3.8,338,0,0,1,0
127371,USA,3.3,2.5,2.1,303,1,0,2,1
185319,INT,1.7,1.9,4.3,288,1,0,1,0
180426,USA,4.1,2.1,4.0,278,1,1,2,1
156192,INT,3.2,3.0,4.2,339,0,1,1,0
195386,INT,1.5,4.8,1.6,310,1,1,1,0
123536,USA,4.8,2.1,4.1,292,0,0,2,0
198077,INT,1.0,2.6,4.0,289,0,1,2,0
130936,USA,1.0,1.3,1.4,318,0,0,2,0
147959,INT,4.8,4.0,3.6,331,1,1,2,1
135582,USA,3.6,1.3,3.4,322,0,0,1,1
150943,USA,4.9,4.8,1.0,315,0,1,2,1
106299,INT,1.5,4.1,1.1,306,1,1,2,0
142651,USA,2.7,4.0,3.2,335,0,1,2,1
183632,INT,2.0,2.7,1.5,302,0,1,2,0
196522,INT,4.1,4.8,2.8,291,0,0,2,0
190938,INT,3.9,3.6,4.2,263,1,0,2,1
175598,INT,3.9,3.4,3.5,305,1,0,1,1
157504,USA,2.7,2.3,1.8,337,1,1,1,1
175815,INT,3.3,2.5,4.8,289,1,0,1,1
133636,USA,3.5,2.5,3.4,302,1,1,2,1
172498,USA,1.2,4.7,3.0,291,1,0,2,0
132823,USA,3.9,3.3,2.2,264,1,1,1,0
118133,USA,3.3,1.2,5.0,294,1,0,1,0
159016,INT,1.0,4.9,2.7,310,1,0,1,1
188317,USA,2.0,4.8,1.6,296,1,0,1,1
146118,INT,1.9,1.6,2.2,324,1,0,2,0
196983,USA,2.6,5.0,1.6,261,0,1,2,0
198939,USA,1.0,3.7,1.6,292,0,1,1,1
138517,USA,4.2,1.5,3.0,329,0,1,2,1
144794,INT,3.9,4.1,2.9,281,1,0,2,0
190458,INT,4.0,2.5,1.8,315,1,0,2,0
172672,USA,1.0,1.7,3.0,314,0,1,1,1
191770,USA,1.2,2.5,1.4,275,0,0,2,0
195831,USA,2.3,4.3,4.5,281,0,0,2,0
151747,USA,2.7,1.6,3.6,270,0,1,1,1
162142,INT,1.9,4.8,2.0,314,1,0,1,1
186178,INT,3.0,3.8,4.3,289,1,0,2,0
178364,INT,2.0,2.6,4.6,280,1,0,1,1
158475,USA,3.5,1.8,4.0,275,0,1,2,1
130688,INT,2.7,2.7,2.3,277,0,1,2,0
119087,USA,3.4,2.2,3.5,325,1,0,2,0
129701,INT,2.3,3.2,2.8,267,0,0,1,0
196636,INT,3.2,2.5,2.0,289,1,1,1,1
108389,INT,3.8,2.2,2.6,298,0,0,1,0
127419,USA,3.2,4.2,2.3,323,1,0,1,1
122997,USA,2.5,1.2,1.1,318,1,0,1,0
120140,INT,1.0,2.8,2.8,288,0,1,2,1
130936,USA,1.9,1.4,1.5,281,0,1,1,1
190029,USA,3.4,2.7,1.7,271,1,0,2,0
136811,INT,3.1,2.0,5.0,330,1,1,2,0
110073,USA,2.5,2.9,4.4,261,1,0,2,1
194265,USA,2.3,2.3,2.7,278,0,0,2,0
176938,INT,2.7,3.0,5.0,315,0,1,2,1
109746,USA,1.1,1.2,3.9,268,1,0,2,1
189538,INT,2.2,2.3,1.9,332,1,1,2,0
106599,INT,4.7,2.8,2.9,338,0,0,1,1
163688,INT,1.2,4.1,3.4,333,1,1,2,0
102292,INT,1.2,4.5,3.1,269,1,0,1,1
183562,INT,2.9,1.2,3.4,282,0,0,1,1
114326,INT,3.9,4.5,2.9,320,0,0,2,0
121902,USA,2.4,2.9,1.8,267,1,0,2,1
174002,INT,1.2,2.1,4.3,268,1,0,1,0
145567,USA,5.0,1.3,3.4,265,1,0,2,0
199051,USA,2.2,4.3,2.0,298,0,1,2,0
162255,USA,3.1,3.2,2.3,292,0,0,2,0
134026,USA,3.2,4.9,3.3,310,1,1,2,1
152635,INT,3.5,4.5,2.4,324,0,1,2,1
136676,USA,1.7,4.6,1.6,264,0,1,1,0
177976,INT,1.2,1.2,1.2,339,0,1,1,1
186145,USA,3.8,3.3,4.6,297,1,0,1,1
181325,USA,4.7,1.5,3.8,277,1,0,2,0
102574,USA,2.4,4.2,4.4,315,0,1,1,1
163970,INT,4.8,4.1,3.0,277,1,0,1,1
162681,INT,1.9,4.2,3.5,310,0,1,1,1
136418,USA,1.6,3.7,3.0,295,1,0,2,1
157854,INT,1.7,2.8,1.5,338,1,1,1,0
176701,USA,4.7,2.0,2.4,277,1,1,1,1
158111,INT,2.9,2.1,2.0,261,1,0,2,0
128264,USA,4.2,4.7,2.1,300,0,1,2,1
134300,USA,4.5,4.4,3.7,262,0,1,1,0
147577,USA,4.6,1.2,1.5,274,1,0,2,0
150285,USA,2.2,3.4,2.1,325,1,1,1,1
128270,USA,4.3,4.3,4.7,300,1,1,1,0
147040,INT,2.2,4.1,1.3,288,1,1,2,1
108094,USA,2.2,4.3,3.8,327,0,0,1,1
132567,INT,1.0,3.8,4.5,329,1,0,1,1
114381,INT,4.6,4.5,4.8,281,1,0,1,1
141764,INT,2.1,4.7,3.9,271,0,1,1,0
170656,USA,4.0,1.9,4.5,265,1,0,1,1
112318,USA,3.9,3.1,4.8,303,1,0,2,1
144885,USA,1.5,2.7,3.5,284,1,0,1,1
165986,USA,2.7,1.9,4.9,264,1,0,1,0
127518,USA,1.5,2.7,2.4,262,0,0,2,1
167040,USA,1.6,1.5,2.6,266,0,0,2,0
163938,INT,3.0,4.3,4.0,313,1,0,2,0
191623,USA,1.7,2.2,2.8,286,1,1,1,1
153868,INT,1.3,5.0,2.2,299,1,1,2,1
130859,INT,3.7,4.8,2.4,271,1,1,1,0
126747,USA,1.6,2.9,3.2,276,1,0,1,0
151182,USA,4.5,1.4,1.3,318,1,0,2,0
149070,INT,2.2,1.9,1.0,334,0,1,1,1
144392,INT,1.9,4.4,4.6,295,1,0,2,1
155438,USA,2.2,2.5,3.0,317,0,0,1,1
109308,INT,2.5,3.2,2.3,263,0,1,2,0
118985,INT,4.4,4.4,1.8,336,0,0,1,0
114178,USA,4.6,4.5,4.6,310,0,1,2,0
147824,INT,4.1,4.2,3.2,289,0,0,1,0
160158,INT,4.9,1.3,4.8,305,0,0,2,0
114156,INT,4.6,3.8,1.6,331,0,0,2,1
183819,USA,4.4,1.3,3.3,330,0,1,2,1
177309,INT,3.1,4.4,2.0,276,1,1,2,0
149447,USA,1.8,4.3,4.1,263,1,0,1,0
109811,INT,2.7,1.2,4.7,280,1,0,1,0
111504,INT,3.4,3.2,1.9,331,0,1,2,0
155396,USA,2.3,3.6,4.7,329,0,0,1,1
153816,INT,2.5,2.6,4.8,279,0,0,1,1
111524,INT,2.2,3.3,3.8,282,0,0,1,0
174410,INT,1.8,4.6,1.6,264,1,1,2,0
146309,USA,1.8,2.3,3.5,335,1,1,2,1
116228,INT,2.8,1.7,1.3,295,0,1,1,0
187613,INT,4.6,2.4,3.3,333,1,1,1,0
165514,USA,1.3,4.3,1.5,311,1,1,2,1
190804,USA,3.0,1.4,4.3,331,1,0,1,0
154367,USA,2.2,1.6,2.6,307,1,0,2,0
120408,INT,4.5,3.8,3.6,289,0,0,1,0
115245,USA,4.4,1.1,2.4,268,0,1,2,1
134295,USA,2.3,2.2,3.1,280,0,0,1,0
168329,INT,3.8,4.1,1.4,279,1,1,2,0
109540,USA,2.7,2.8,4.8,288,1,1,2,0
127142,INT,3.6,3.4,4.9,298,0,0,2,0
166693,USA,4.5,1.1,1.7,306,1,1,2,1
126380,INT,3.9,4.6,4.6,288,0,1,1,1
162952,INT,3.7,4.3,4.3,285,0,1,2,1
171685,INT,3.3,2.0,4.9,339,0,1,2,1
178875,USA,1.5,2.0,2.1,275,0,1,1,0
164524,INT,2.7,2.8,1.1,291,0,1,1,1
116251,USA,3.6,4.5,1.4,327,0,0,1,1
139441,INT,1.6,4.6,4.4,285,1,0,1,1
137601,INT,4.7,1.9,2.6,314,0,0,1,0
194339,USA,4.8,1.9,3.8,302,0,1,2,0
135086,USA,3.5,3.1,2.6,336,0,0,2,1
187584,USA,2.0,2.1,1.7,325,1,0,1,0
197936,USA,2.3,3.5,4.7,285,0,0,2,1
137835,INT,2.1,4.6,3.8,309,0,1,1,0
145005,USA,3.0,1.4,4.4,270,1,0,1,1
140403,USA,4.4,3.1,1.2,278,0,1,2,1
178646,USA,2.9,2.7,4.3,310,1,1,1,1
175807,USA,2.9,2.8,2.0,303,0,1,2,1
173288,INT,2.4,1.4,3.8,295,0,0,1,0
177896,INT,1.7,3.9,4.1,317,1,1,1,1
135160,USA,3.0,4.1,1.8,302,1,0,1,0
161609,USA,2.9,4.6,3.6,281,0,0,2,0
173022,USA,3.4,1.8,2.7,330,1,1,1,1
174672,USA,1.6,4.2,1.9,335,0,1,1,1
100892,USA,2.5,2.4,3.3,333,0,1,2,1
117144,INT,2.5,4.3,3.2,324,1,0,1,1
151356,INT,2.4,4.9,2.1,294,0,1,1,0
191246,INT,1.1,3.5,1.1,279,1,1,2,1
151263,USA,4.9,2.6,4.7,311,1,1,2,1
188334,USA,4.8,1.9,3.7,285,1,1,2,0
165585,USA,1.9,4.2,2.0,321,0,0,2,0
142988,USA,3.4,3.1,4.4,302,1,1,2,0
131741,USA,2.4,4.7,2.7,273,1,1,1,0
161224,USA,1.8,4.2,4.9,271,0,1,2,1
166588,USA,1.5,1.9,1.7,290,1,0,2,0
110770,USA,4.6,2.3,1.1,316,1,1,2,1
159665,INT,3.6,3.7,4.3,291,1,0,2,0
127773,INT,1.6,3.7,1.2,285,1,1,1,1
190267,INT,2.1,2.9,4.5,289,1,0,1,0
194749,INT,4.8,4.1,1.6,278,0,0,1,1
185050,USA,2.1,4.8,1.2,335,0,0,1,1
123779,USA,4.6,3.2,3.8,334,0,1,1,1
199133,USA,2.5,3.6,1.8,282,0,0,1,1
138688,USA,3.8,4.6,1.4,322,0,1,2,0
190310,INT,3.3,1.4,3.6,288,1,0,2,1
115240,USA,4.2,1.8,1.5,324,1,1,2,1
181354,INT,3.4,4.0,2.3,318,0,1,2,0
112504,USA,2.9,1.5,2.0,289,0,0,1,0
163669,USA,4.3,2.5,4.3,287,0,1,1,1
115701,INT,2.9,2.7,1.3,316,0,1,1,1
199820,INT,2.4,2.1,3.9,277,0,1,2,0
113522,INT,3.5,5.0,3.6,293,0,0,2,0
123648,INT,2.1,4.2,2.8,289,1,0,2,0
150793,INT,3.8,3.6,3.5,310,0,0,2,0
106826,USA,1.6,4.7,1.5,294,0,1,1,0
135899,USA,2.5,1.5,2.4,277,0,0,2,1
130203,USA,5.0,1.1,1.3,311,1,0,1,1
129786,INT,4.5,4.7,4.2,332,0,0,2,1
161649,USA,3.2,4.3,4.3,322,1,0,2,1
107943,INT,3.7,1.2,1.5,321,1,1,2,1
106223,INT,1.4,1.8,4.6,291,0,1,1,0
191002,INT,1.2,2.6,2.6,337,1,0,2,1
112327,INT,4.7,4.0,3.7,302,0,0,1,1
130914,INT,3.4,3.4,1.4,279,1,1,1,1
115610,USA,1.2,2.8,3.2,327,1,1,1,0
181902,USA,1.0,4.9,4.8,321,0,1,2,1
176845,USA,1.8,2.7,1.8,294,1,1,2,1
190643,USA,3.5,3.5,3.1,268,0,0,1,0
139645,USA,1.4,4.5,1.7,264,0,0,2,0
153246,INT,1.1,2.4,2.2,286,0,0,1,1
123415,USA,4.1,4.4,4.8,269,0,0,1,1
182023,INT,4.9,4.7,1.1,279,0,1,2,0
187592,USA,4.4,5.0,4.9,269,0,1,2,0
157542,INT,1.9,2.7,2.8,310,0,1,2,0
145740,INT,2.8,4.0,2.6,312,0,1,1,0
116036,USA,3.3,1.5,2.2,273,1,1,2,1
121324,USA,1.2,2.3,3.6,323,0,0,1,0
173298,INT,3.8,3.4,1.9,337,1,1,2,0
111228,INT,4.3,4.1,1.5,314,1,1,1,1
100431,INT,2.8,1.7,2.5,262,0,0,2,0
133830,INT,2.0,4.7,4.4,305,1,1,1,1
160564,USA,1.9,2.1,2.5,260,0,1,1,1
125469,USA,2.7,1.9,3.7,308,0,1,1,1
183562,USA,3.8,4.5,3.7,324,0,0,1,0
106555,INT,1.8,1.6,2.0,336,0,0,1,0
132134,USA,4.6,1.8,2.2,336,1,1,1,0
147792,USA,4.2,4.8,2.8,304,0,0,1,0
127114,INT,1.8,5.0,2.9,321,1,1,2,1
156485,USA,1.8,2.3,1.2,293,1,0,2,1
189624,USA,1.4,4.4,3.4,271,0,0,1,0
130996,USA,1.8,2.5,1.4,293,1,0,2,1
137047,USA,1.1,3.9,2.7,323,0,0,1,0
104826,INT,4.4,5.0,4.0,339,1,0,1,1
114053,USA,2.3,4.9,1.5,322,1,0,1,0
152659,USA,4.6,4.1,3.3,323,1,0,1,0
168251,INT,1.5,2.6,4.0,330,0,0,2,0
114653,INT,4.5,3.9,1.1,299,0,1,2,1
116246,USA,2.4,4.9,4.9,318,0,1,2,1
196500,INT,3.4,2.6,3.7,267,1,0,2,0
153313,INT,4.6,1.8,1.4,302,0,1,1,0
178350,USA,2.7,4.2,3.9,282,1,1,2,0
170431,USA,3.0,4.7,3.4,269,0,1,2,1
146333,USA,2.5,2.6,1.3,331,1,1,1,1
158805,INT,3.1,2.2,2.8,264,1,1,2,0
180911,USA,4.1,4.2,3.0,307,0,0,2,1
179598,INT,2.0,3.1,1.6,319,0,0,1,1
127272,USA,4.2,4.2,1.9,265,1,0,2,0
184843,USA,4.7,4.2,4.4,270,0,1,2,1
154766,INT,2.2,2.6,4.9,330,0,0,2,1
121032,INT,2.0,1.3,2.1,305,0,0,2,1
194957,INT,2.5,3.7,2.2,295,0,1,2,1
150251,INT,3.8,1.3,2.3,299,1,1,2,1
163313,INT,4.2,4.2,2.4,271,1,0,2,1
160642,USA,4.5,3.0,1.7,329,0,1,1,1
175008,USA,4.7,3.6,2.5,302,0,1,2,1
110965,INT,1.2,2.1,3.0,322,1,0,2,1
118622,INT,3.6,2.6,3.8,265,1,0,1,0
134355,USA,1.7,3.2,1.6,326,1,1,2,1
125539,USA,1.8,1.7,3.2,292,0,0,1,1
163586,USA,3.1,4.6,3.2,330,0,0,1,0
123482,USA,1.3,4.6,1.9,332,1,1,2,0
108005,USA,2.1,2.4,2.7,278,1,1,2,1
136289,INT,2.0,2.3,2.4,287,0,1,2,1
134494,INT,2.6,4.8,1.1,319,0,1,1,0
130657,USA,1.6,3.8,2.7,320,0,1,1,0
199528,USA,2.4,3.2,4.5,282,0,0,2,0
135040,INT,4.6,1.8,1.7,333,1,0,2,1
174126,INT,4.1,4.5,1.7,309,0,0,1,1
174888,INT,1.7,2.1,4.1,323,1,0,2,0
116298,USA,2.1,3.3,3.8,290,0,1,2,0
161757,INT,4.8,2.4,3.3,280,1,0,1,0
110299,USA,2.9,3.5,4.7,301,1,0,2,1
188058,USA,2.2,4.2,2.5,313,1,0,1,1
110732,USA,5.0,1.7,4.4,313,0,1,1,0
144653,INT,1.1,3.8,1.7,302,1,0,1,1
174479,USA,3.1,4.8,4.7,301,1,0,2,1
106947,USA,1.9,2.9,4.5,336,0,0,1,0
117748,INT,3.5,4.0,4.9,263,0,0,2,1
103183,INT,1.8,2.9,3.0,305,1,1,1,1
164509,USA,2.3,1.6,2.8,286,0,0,2,1
172404,USA,4.2,2.2,2.3,275,0,1,1,0
197156,INT,4.0,2.3,4.4,327,0,1,2,1
117647,INT,2.1,2.2,2.2,294,0,0,2,0
190688,INT,3.3,1.5,4.2,304,0,0,2,1
150226,INT,3.4,3.7,2.3,312,1,0,2,0
189567,USA,2.3,3.7,4.6,265,1,1,2,0
157785,INT,1.6,2.0,4.3,293,1,0,1,0
164409,USA,2.3,4.0,3.0,306,0,1,2,0
125329,INT,4.1,3.7,4.8,332,0,0,2,0
178435,USA,1.2,3.1,4.8,309,0,0,1,1
174887,USA,4.3,4.0,1.1,333,0,0,1,0
120423,USA,3.3,4.0,3.5,313,1,0,2,0
176218,USA,4.0,4.2,4.7,331,0,1,2,1
198955,INT,3.2,2.7,3.1,283,1,1,2,1
147510,USA,2.7,2.4,2.7,266,0,0,1,0
144550,INT,3.3,2.1,4.9,284,0,1,2,0
170844,INT,1.7,3.5,4.0,327,0,0,2,1
128615,INT,3.6,4.8,4.5,300,0,0,2,1
199567,USA,1.9,4.9,3.5,264,1,0,2,0
129244,USA,4.4,4.4,2.9,322,0,1,1,0
189357,USA,1.8,3.1,2.5,327,1,0,1,0
129980,INT,2.2,3.1,3.1,314,0,1,2,0
178725,INT,1.2,3.9,3.1,261,1,1,1,0
164812,INT,2.9,4.3,3.8,319,0,1,2,1
140243,INT,1.1,3.5,2.8,336,0,0,2,1
194964,INT,2.9,1.8,1.5,275,1,1,1,1
165939,INT,1.3,2.6,3.3,295,0,0,2,1
158744,INT,1.2,1.7,4.0,290,0,0,2,0
100028,USA,4.6,3.2,4.2,317,0,0,2,1
129547,INT,1.4,1.4,3.8,287,1,1,2,0
193819,USA,1.4,2.5,3.9,309,1,0,1,1
142525,INT,2.9,3.5,1.7,291,1,1,1,0
157705,USA,2.3,2.7,4.6,312,1,0,2,0
163477,USA,3.9,5.0,1.8,283,0,0,2,1
151139,INT,4.9,2.8,4.2,288,1,1,1,0
189892,USA,2.6,3.3,3.4,266,0,0,2,1
141151,INT,1.4,3.8,3.2,339,1,1,2,0
165483,INT,4.8,4.2,2.2,338,0,1,1,0
120684,USA,4.7,4.5,3.8,311,0,0,2,0
156863,INT,2.3,4.2,1.0,325,0,0,2,0
152639,INT,2.7,4.5,3.4,278,0,0,2,1
164272,USA,4.9,4.6,4.8,285,1,1,2,1
140650,USA,1.6,3.2,4.3,320,0,1,1,0
174079,USA,5.0,4.1,4.4,287,1,1,1,0
192595,INT,2.7,1.7,3.3,311,1,0,1,1
155900,INT,4.1,1.2,3.5,304,1,1,2,1
139001,USA,1.4,1.3,3.5,289,1,0,2,0
104037,INT,3.4,1.5,2.5,289,1,0,2,0
130742,INT,3.6,4.8,2.8,299,0,0,2,1
116959,INT,1.2,3.1,2.7,327,0,0,1,1
177393,USA,3.1,3.1,2.9,326,1,1,2,1
181257,INT,2.2,4.3,3.0,310,1,1,1,0
175439,USA,3.8,1.9,4.7,300,1,1,2,0
143299,USA,4.0,4.8,1.3,266,1,0,2,0
102414,INT,3.3,1.8,3.7,332,0,1,1,0
117487,USA,4.4,4.4,5.0,332,0,1,1,0
184433,INT,3.1,2.6,2.8,270,1,1,2,1
104611,USA,3.4,3.7,2.9,275,1,1,1,1
197698,INT,1.1,3.2,1.4,294,1,1,2,0
137721,INT,3.3,1.6,3.6,329,1,0,2,0
156648,INT,1.6,4.3,4.6,335,1,0,1,0
179853,INT,4.3,2.2,2.4,313,0,1,1,0
161346,INT,1.6,1.3,2.2,325,0,0,1,0
108243,USA,3.7,2.6,2.4,262,1,0,2,1
187552,INT,4.0,1.3,3.6,264,1,0,2,1
145962,USA,2.5,2.3,1.7,306,1,1,2,1
179657,USA,1.6,2.9,3.6,321,0,0,2,1
168938,USA,2.9,1.3,2.8,280,1,1,2,1
181755,USA,4.5,2.2,4.2,317,0,1,1,0
121678,USA,4.7,2.4,5.0,337,0,1,2,1
157197,INT,3.0,3.6,4.1,301,1,0,1,1
196053,USA,4.1,4.3,3.1,308,1,1,2,1
103269,USA,1.1,1.1,2.8,267,0,0,1,0
151853,USA,2.0,4.2,1.0,310,0,1,2,1
189003,INT,1.7,1.3,1.8,304,1,0,2,0
174403,USA,4.8,3.3,2.5,267,1,0,1,0
136194,INT,4.7,3.6,4.7,297,1,1,1,1
186005,INT,1.2,3.2,1.0,297,0,1,2,1
146657,USA,4.4,1.4,2.5,289,1,0,1,0
116496,INT,2.0,4.7,2.8,285,1,0,2,0
169276,INT,4.0,2.8,3.7,324,1,1,1,0
135571,INT,4.9,3.0,3.0,296,0,1,1,0
195317,INT,4.0,2.1,3.1,260,1,0,1,0
121206,USA,2.3,3.1,1.8,319,0,0,2,1
119481,INT,1.4,1.5,2.2,301,0,1,2,0
182446,INT,2.7,3.5,3.0,283,1,1,1,1
167239,INT,2.6,4.6,4.5,306,0,1,2,0
108366,USA,2.3,2.7,1.0,327,0,0,2,1
161447,INT,2.8,2.1,1.2,308,0,1,2,0
171610,USA,1.6,2.0,2.9,273,0,0,2,1
175100,USA,2.9,1.1,1.8,274,0,1,1,0
167443,USA,3.3,2.6,2.7,330,1,0,1,0
105032,INT,4.1,3.6,3.1,295,0,0,2,0
175086,USA,4.3,1.9,4.1,288,1,0,1,1
197312,USA,3.3,4.6,2.4,297,1,1,1,0
108346,INT,5.0,3.4,1.1,274,1,0,1,0
124956,INT,2.9,3.4,2.1,327,1,0,2,1
121120,USA,3.6,2.9,2.2,263,1,0,1,0
110433,INT,3.6,2.5,4.0,322,1,1,1,1
136875,USA,3.3,3.4,2.3,303,0,0,2,0
145214,INT,2.9,4.8,2.3,309,1,0,1,0
197005,INT,3.4,3.3,4.6,271,1,0,1,0
118428,INT,3.3,4.1,3.7,292,1,1,1,0
115694,INT,1.6,3.8,3.6,294,0,0,2,0
121492,USA,1.0,5.0,1.4,275,0,1,1,0
150927,USA,1.3,3.7,2.5,327,0,0,1,1
169240,USA,1.4,4.8,4.8,325,0,1,2,0
107261,INT,3.1,2.2,3.3,261,0,0,1,1
129984,USA,2.5,1.6,2.4,304,1,1,1,1
165622,USA,4.4,2.6,3.7,273,1,1,1,0
134121,INT,4.6,2.8,1.5,303,0,1,2,1
161577,INT,3.4,1.7,1.8,273,0,1,1,1
146181,USA,4.8,2.1,3.1,301,0,1,2,0
186262,INT,2.7,4.3,4.0,295,0,0,2,0
118828,USA,2.1,1.6,3.1,274,1,0,2,1
195814,INT,4.2,3.1,1.2,338,1,0,2,0
101558,USA,2.8,4.3,1.1,334,0,0,1,1
100273,USA,1.1,2.8,2.3,269,1,0,2,0
152183,USA,3.2,2.7,2.3,282,0,1,1,1
120463,USA,2.1,2.5,2.0,276,0,1,2,1
195230,INT,4.2,2.4,3.7,296,1,0,1,1
122827,USA,3.9,4.7,1.7,287,0,1,1,0
149040,USA,1.7,2.8,4.0,268,1,0,1,0
161832,INT,3.1,4.5,2.8,270,0,1,1,0
167537,USA,2.8,1.6,3.9,332,1,0,1,1
168516,USA,4.7,2.3,5.0,302,1,1,2,0
186198,USA,4.8,3.9,2.4,332,0,0,2,0
121245,INT,4.1,4.3,3.0,309,0,1,1,1
113156,INT,1.3,2.1,4.8,285,1,1,1,0
144625,INT,4.1,4.4,2.7,279,0,1,1,1
106333,INT,3.1,3.5,1.9,281,0,0,1,1
149806,INT,3.5,2.3,3.5,284,1,1,1,0
194096,INT,2.7,3.4,4.5,319,1,0,1,1
190205,INT,3.6,1.1,4.0,324,1,0,1,0
167536,INT,2.3,2.0,2.6,262,0,0,1,0
158253,USA,2.4,2.0,4.0,338,0,0,2,1
167106,INT,4.7,1.9,2.3,275,0,1,1,0
148804,INT,3.8,3.2,2.4,292,0,0,2,0
118373,INT,4.5,3.0,3.9,313,1,1,2,1
187956,USA,2.4,2.2,4.8,334,0,0,1,0
186864,INT,2.3,3.9,1.6,271,0,0,1,0
166275,USA,4.0,2.0,1.5,267,1,0,2,0
170722,INT,1.0,4.0,4.4,333,0,1,2,0
100560,USA,3.3,2.8,3.7,284,1,1,1,1
138154,INT,3.2,3.8,2.5,288,1,1,1,1
133691,USA,2.8,1.7,1.7,290,0,1,2,1
104035,INT,1.5,3.2,3.2,332,0,1,1,0
134035,USA,4.4,2.0,1.5,299,1,1,2,0
193877,USA,3.3,4.2,4.5,286,1,1,1,0
144486,USA,4.7,3.3,4.3,335,1,0,1,1
178166,USA,1.1,1.1,5.0,296,0,1,1,1
193839,INT,2.7,2.8,2.1,331,1,1,1,1
127182,USA,4.7,1.5,2.5,304,1,1,1,1
139423,USA,1.5,1.4,2.9,334,0,0,1,0
139318,USA,2.9,2.9,4.1,305,0,0,1,0
153828,INT,1.4,4.7,2.8,268,0,0,1,1
189449,INT,2.6,3.1,2.7,282,1,0,1,0
186675,INT,2.8,1.6,3.3,283,0,0,1,0
162871,USA,2.1,4.0,1.3,265,0,1,1,0
140294,USA,2.9,1.1,4.4,329,1,0,1,0
122534,INT,4.5,4.6,3.3,321,1,0,2,0
107388,USA,3.1,2.7,1.6,332,1,1,1,0
139428,INT,3.1,3.8,4.8,287,1,0,1,0
162888,USA,4.9,1.6,4.2,283,1,0,2,0
191573,USA,1.7,3.6,2.7,289,1,0,2,1
195778,USA,1.1,1.4,4.3,330,0,1,1,0
179608,INT,2.6,2.4,4.6,306,0,0,2,0
154932,INT,2.9,4.4,1.6,290,0,1,1,0
110042,INT,2.5,3.3,4.2,329,0,1,2,1
167008,INT,3.4,4.6,4.2,310,1,1,2,1
198554,USA,4.6,4.4,4.4,307,1,0,2,1
153658,USA,3.1,2.3,2.2,311,0,1,1,0
179250,USA,3.1,3.2,4.9,267,1,0,1,1
195863,USA,4.8,4.5,4.6,262,0,0,2,1
109369,USA,2.2,4.7,4.1,311,0,1,2,0
164662,USA,4.7,4.8,4.0,322,0,1,2,1
187683,INT,1.3,3.4,3.3,260,0,1,2,1
163740,USA,2.5,1.4,3.0,304,1,1,2,0
136955,INT,3.1,3.5,3.9,301,0,1,1,0
116867,INT,3.2,3.8,3.1,291,0,1,1,0
118203,INT,3.1,2.6,1.7,336,0,0,1,1
155921,INT,3.0,4.3,4.4,295,0,1,2,1
170796,INT,1.1,4.3,4.3,280,0,1,2,0
101453,USA,3.6,4.2,4.8,331,1,1,2,0
160385,USA,3.5,2.1,2.4,279,1,0,2,1
132972,USA,3.4,3.6,1.7,320,1,1,1,0
153125,INT,3.7,4.4,2.4,281,0,0,1,1
109638,INT,3.9,1.7,3.1,315,1,1,2,1
117022,INT,3.6,3.6,1.4,313,0,1,2,1
176106,INT,2.2,3.4,1.5,312,1,1,1,0
187371,INT,1.2,2.7,2.2,274,0,1,2,1
140628,USA,3.9,4.0,1.2,284,1,1,2,1
155837,USA,3.4,4.4,2.2,300,1,1,2,1
132512,INT,1.9,4.2,1.7,318,0,1,2,1
186264,INT,3.8,3.4,4.2,310,0,0,1,1
109708,USA,3.1,3.5,4.1,270,0,1,1,0
156132,USA,4.9,1.2,4.1,263,1,1,2,1
102059,USA,5.0,1.1,4.7,339,0,0,1,0
154900,USA,4.6,4.1,3.7,291,1,0,2,1
123493,USA,4.4,2.1,2.5,274,1,0,1,1
198683,USA,4.1,4.8,1.7,321,0,1,1,1
141560,USA,1.9,1.7,2.5,305,1,0,1,0
